dealID,proposedTickerSymbol_x,companyName_x,proposedExchange,proposedSharePrice,sharesOffered,pricedDate,dollarValueOfSharesOffered_x,dealStatus,proposedTickerSymbol_y,companyName_y,filedDate,dollarValueOfSharesOffered_y
1148763-96406,TWOA,two,NYSE,10.00,"20,000,000",3/30/2021,"$200,000,000",Priced,TWOA,two,3/02/2021,"$200,000,000"
1148832-96408,,,,,,,,,,TCG Growth Opportunities Corp.,3/03/2021,"$287,500,000"
1148840-96410,RAMMU,Aries I Acquisition Corp.,NASDAQ Capital,10.00,"12,500,000",5/19/2021,"$125,000,000",Priced,RAMMU,Aries I Acquisition Corp.,3/03/2021,"$125,000,000"
1148842-96411,,,,,,,,,,1.12 Acquisition Corp,3/03/2021,"$402,500,000"
1148856-96418,OLK,Olink Holding AB (publ),NASDAQ Global,20.00,"17,647,058",3/25/2021,"$352,941,160",Priced,OLK,Olink Holding AB (publ),3/03/2021,"$352,941,160"
1148947-96423,ALHC,"Alignment Healthcare, Inc.",NASDAQ Global Select,18.00	,"27,200,000",3/26/2021,"$489,600,000",Priced,ALHC,"Alignment Healthcare, Inc.",3/03/2021,"$489,600,000"
1148950-96424,LEGAU,"Lead Edge Growth Opportunities, Ltd",NASDAQ Capital,10.00,"30,000,000",3/23/2021,"$300,000,000",Priced,LEGAU,"Lead Edge Growth Opportunities, Ltd",3/03/2021,"$300,000,000"
1148953-96427,,,,,,,,,,Rocket Global Acquisition Corp.,3/03/2021,"$115,000,000"
1148970-96434,,,,,,,,,,Space Acquisition Corp. I,3/03/2021,"$345,000,000"
1148972-96435,,,,,,,,,MCTYU,MOTOR CITY ACQUISITION CORP.,3/03/2021,"$287,500,000"
1149028-96446,BLNGU,Belong Acquisition Corp.,NASDAQ Capital,10.00,"15,000,000",7/23/2021,"$150,000,000",Priced,BLNGU,Belong Acquisition Corp.,3/04/2021,"$150,000,000"
1149041-96441,NGCAU,"Virgin Orbit Holdings, Inc.",NASDAQ Capital,10.00,"35,000,000",3/23/2021,"$350,000,000",Priced,NGCAU,"Virgin Orbit Holdings, Inc.",3/04/2021,"$350,000,000"
1149051-96443,TUGCU,SAIHEAT Ltd,NASDAQ Capital,10.00,"4,000,000",4/29/2021,"$40,000,000",Priced,TUGCU,SAIHEAT Ltd,3/04/2021,"$40,000,000"
1149052-109842,GPATU,GP-Act III Acquisition Corp.,NASDAQ Global,10.00,"25,000,000",5/09/2024,"$250,000,000",Priced,GPATU,GP-Act III Acquisition Corp.,4/19/2024,"$250,000,000"
1149052-96444,,,,,,,,,,GP-Act III Acquisition Corp.,3/04/2021,"$287,500,000"
1149063-96449,VCXAU,African Agriculture Holdings Inc.,NASDAQ Capital,10.00,"20,000,000",8/11/2021,"$200,000,000",Priced,VCXAU,African Agriculture Holdings Inc.,3/04/2021,"$200,000,000"
1149064-96450,VCXBU,10X Capital Venture Acquisition Corp. III,NYSE,10.00,"26,100,000",1/12/2022,"$261,000,000",Priced,VCXBU,10X Capital Venture Acquisition Corp. III,3/04/2021,"$261,000,000"
1149129-98143,,,,,,,,,,"SPECIFICITY, INC.",6/23/2021,"$1,500,000"
1149146-96455,ALPAU,"Longevity Health Holdings, Inc.",NASDAQ Capital,10.00,"15,000,000",7/27/2021,"$150,000,000",Priced,ALPAU,"Longevity Health Holdings, Inc.",3/04/2021,"$150,000,000"
1149150-96456,MPACU,Model Performance Acquisition Corp,NASDAQ Capital,10.00,"5,000,000",4/08/2021,"$50,000,000",Priced,MPACU,Model Performance Acquisition Corp,3/04/2021,"$50,000,000"
1149180-96466,LOCCU,Live Oak Crestview Climate Acquisition Corp.,NYSE,10.00,"20,000,000",9/23/2021,"$200,000,000",Priced,LOCCU,Live Oak Crestview Climate Acquisition Corp.,3/04/2021,"$200,000,000"
1149260-96468,GSQBU,"G Squared Ascend II, Inc.",NYSE,10.00,"12,500,000",6/15/2021,"$125,000,000",Priced,GSQBU,"G Squared Ascend II, Inc.",3/05/2021,"$125,000,000"
1149283-96469,ZH,Zhihu Inc.,NYSE,9.50,"55,000,000",3/26/2021,"$522,500,000",Priced,ZH,Zhihu Inc.,3/05/2021,"$522,500,000"
1149318-96474,,,,,,,,,CALQU,Callodine Acquisition Corp,3/05/2021,"$287,500,000"
1149330-96475,,,,,,,,,HRDG,Huarui International New Material Ltd,3/05/2021,"$16,560,000"
1149332-96476,IKNA,"ImageneBio, Inc.",NASDAQ Global,16.00	,"7,812,500",3/26/2021,"$125,000,000",Priced,IKNA,"ImageneBio, Inc.",3/05/2021,"$125,000,000"
1149334-96477,IINN,Inspira Technologies OXY B.H.N. Ltd,NASDAQ Capital,5.51,"2,909,091",7/14/2021,"$16,029,091",Priced,IINN,Inspira Technologies OXY B.H.N. Ltd,3/05/2021,"$16,029,091"
1149373-96486,,,,,,,,,,VICTORY ACQUISITION CORP.,3/05/2021,"$287,500,000"
1149380-96492,LITTU,Logistics Innovation Technologies Corp.,NASDAQ Global,10.00,"30,000,000",6/11/2021,"$300,000,000",Priced,LITTU,Logistics Innovation Technologies Corp.,3/05/2021,"$300,000,000"
1149384-96495,,,,,,,,,CLICU,Climate Real Impact Solutions III Acquisition Corp,3/05/2021,"$345,000,000"
1149390-96500,,,,,,,,,CNAQU,CHARDAN NEXTECH ACQUISITION CORP.,3/05/2021,"$172,500,000"
1149391-96501,OST,"Ostin Technology Group Co., Ltd.",NASDAQ Capital,4.00,"3,375,000",4/27/2022,"$13,500,000",Priced,OST,"Ostin Technology Group Co., Ltd.",3/05/2021,"$13,500,000"
1149392-96502,,,,,,,,,,Denham Sustainable Performance Acquisition Corp.,3/05/2021,"$230,000,000"
1149393-96503,IPAXU,"Intuitive Machines, Inc.",NASDAQ Capital,10.00,"30,000,000",9/22/2021,"$300,000,000",Priced,IPAXU,"Intuitive Machines, Inc.",3/05/2021,"$300,000,000"
1149394-96504,,,,,,,,,,"Moose Pond Acquisition Corp, NCV I",3/05/2021,"$230,000,000"
1149401-96505,TCOAU,Zalatoris Acquisition Corp.,NYSE,10.00,"15,000,000",12/10/2021,"$150,000,000",Priced,TCOAU,Zalatoris Acquisition Corp.,3/08/2021,"$150,000,000"
1149421-96508,DISAU,Disruptive Acquisition Corp I,NASDAQ Capital,10.00,"25,000,000",3/24/2021,"$250,000,000",Priced,DISAU,Disruptive Acquisition Corp I,3/08/2021,"$250,000,000"
1149491-96512,NECB,"NorthEast Community Bancorp, Inc./MD/",NASDAQ Capital,10.00,"9,784,077",7/13/2021,"$97,840,770",Priced,NECB,"NorthEast Community Bancorp, Inc./MD/",3/08/2021,"$97,840,770"
1149492-96513,,,,,,,,,,Revolution Acceleration Acquisition Corp II,3/08/2021,"$287,500,000"
1149505-96517,PONDU,Angel Pond Holdings Corp,NYSE,10.00,"25,000,000",5/18/2021,"$250,000,000",Priced,PONDU,Angel Pond Holdings Corp,3/08/2021,"$250,000,000"
1149506-96518,,,,,,,,,GFLDU,Gefen Landa Acquisition Corp.,3/08/2021,"$287,500,000"
1149525-96520,ZINGU,FTAC ZEUS ACQUISITION CORP.,NASDAQ Global,10.00,"35,000,000",11/19/2021,"$350,000,000",Priced,ZINGU,FTAC ZEUS ACQUISITION CORP.,3/08/2021,"$350,000,000"
1149532-107906,PMNT,Perfect Moment Ltd.,NYSE MKT,6.00	,"1,334,000",2/08/2024,"$8,004,000",Priced,PMNT,Perfect Moment Ltd.,10/10/2023,"$8,004,000"
1149537-96522,GLBE,Global-E Online Ltd.,NASDAQ Global Select,25.00,"15,000,000",5/12/2021,"$375,000,000",Priced,GLBE,Global-E Online Ltd.,3/08/2021,"$375,000,000"
1149539-96525,CORSU,Corsair Partnering Corp,NYSE,10.00,"25,000,000",7/01/2021,"$250,000,000",Priced,CORSU,Corsair Partnering Corp,3/08/2021,"$250,000,000"
1149543-96527,,,,,,,,,,TPG Pace Tech Opportunities II Corp.,3/08/2021,"$517,500,000"
1149546-96528,YTPG,TPG Pace Beneficial II Corp.,NYSE,10.00,"35,000,000",4/14/2021,"$350,000,000",Priced,YTPG,TPG Pace Beneficial II Corp.,3/08/2021,"$350,000,000"
1149548-96529,TPGS,TPG Pace Solutions Corp.,NYSE,10.00,"25,000,000",4/09/2021,"$250,000,000",Priced,TPGS,TPG Pace Solutions Corp.,3/08/2021,"$250,000,000"
1149549-96530,CNTQU,Dragonfly Energy Holdings Corp.,NASDAQ Capital,10.00,"11,000,000",8/11/2021,"$110,000,000",Priced,CNTQU,Dragonfly Energy Holdings Corp.,3/08/2021,"$110,000,000"
1149596-96533,SAMAU,Schultze Special Purpose Acquisition Corp. II,NASDAQ Global,10.00,"15,000,000",10/08/2021,"$150,000,000",Priced,SAMAU,Schultze Special Purpose Acquisition Corp. II,3/09/2021,"$150,000,000"
1149610-96537,,,,,,,,,,Excelsa Acquisition Corp.,3/09/2021,"$287,500,000"
1149648-96539,,,,,,,,,,"AdMY Technology Group, Inc.",3/09/2021,"$287,500,000"
1149669-96540,DKDCU,OneMedNet Corp,NASDAQ Capital,10.00,"10,000,000",5/07/2021,"$100,000,000",Priced,DKDCU,OneMedNet Corp,3/09/2021,"$100,000,000"
1149678-96541,,,,,,,,,,New Beginnings Acquisition Corp. II,3/09/2021,"$115,000,000"
1149681-96542,,,,,,,,,,New Beginnings Acquisition Corp. III,3/09/2021,"$115,000,000"
1149702-96546,GIA'U,"QT IMAGING HOLDINGS, INC.",NYSE,10.00,"20,000,000",9/24/2021,"$200,000,000",Priced,GIA'U,"QT IMAGING HOLDINGS, INC.",3/09/2021,"$200,000,000"
1149707-96547,,,,,,,,,,"GigCapital6, Inc.",3/09/2021,"$230,000,000"
1149717-96551,,,,,,,,,,Virgin Group Acquisition Corp. III,3/09/2021,"$345,000,000"
1149719-96552,BRDU,Beard Energy Transition Acquisition Corp.,NYSE,10.00,"20,000,000",11/24/2021,"$200,000,000",Priced,BRDU,Beard Energy Transition Acquisition Corp.,3/09/2021,"$200,000,000"
1149725-96554,TCBS,"Texas Community Bancshares, Inc.",NASDAQ Capital,10.00,"3,207,759",7/15/2021,"$32,077,590",Priced,TCBS,"Texas Community Bancshares, Inc.",3/09/2021,"$32,077,590"
1149728-96556,PANA,Panacea Acquisition Corp. II,NASDAQ Capital,10.00,"15,000,000",4/07/2021,"$150,000,000",Priced,PANA,Panacea Acquisition Corp. II,3/09/2021,"$150,000,000"
1149769-96560,HCVIU,Red Rock Acquisition Corp.,NASDAQ Global,10.00,"30,000,000",9/29/2021,"$300,000,000",Priced,HCVIU,Red Rock Acquisition Corp.,3/10/2021,"$300,000,000"
1149775-96563,,,,,,,,,,Cain Acquisition Corp,3/10/2021,"$287,500,000"
1149825-96567,CIIGU,"CIIG Capital Partners II, Inc.",NASDAQ Global,10.00,"25,000,000",9/15/2021,"$250,000,000",Priced,CIIGU,"CIIG Capital Partners II, Inc.",3/10/2021,"$250,000,000"
1149827-96568,BLFY,Blue Foundry Bancorp,NASDAQ Global Select,10.00,"27,772,500",7/16/2021,"$277,725,000",Priced,BLFY,Blue Foundry Bancorp,3/10/2021,"$277,725,000"
1149851-96569,RONIU,NET Power Inc.,NYSE,10.00,"30,000,000",6/16/2021,"$300,000,000",Priced,RONIU,NET Power Inc.,3/10/2021,"$300,000,000"
1149864-96572,SWSSU,Clean Energy Special Situations Corp.,NASDAQ Capital,10.00,"15,000,000",8/26/2021,"$150,000,000",Priced,SWSSU,Clean Energy Special Situations Corp.,3/10/2021,"$150,000,000"
1149891-96579,,,,,,,,,TRNYU,Trinity Acquisition Corp.,3/10/2021,"$287,500,000"
1149893-96580,,,,,,,,,,HighCape Capital Acquisition Corp. II,3/10/2021,"$230,000,000"
1149940-96586,,,,,,,,,QNZLU,Quinzel Acquisition Co,3/11/2021,"$230,000,000"
1149958-96585,,,,,,,,,,Alexandria Agtech/Climate Innovation Acquisition Corp.,3/11/2021,"$287,500,000"
1149991-96587,,,,,,,,,ODACU,Ocean Drive Acquisition Corp.,3/11/2021,"$287,500,000"
1149992-96588,,,,,,,,,,Brimstone Acquisition Holdings Corp.,3/11/2021,"$287,500,000"
1149994-96589,,,,,,,,,,N2 Acquisition Holdings Corp.,3/11/2021,"$517,500,000"
1150028-96597,CPARU,Catalyst Partners Acquisition Corp.,NASDAQ Capital,10.00,"30,000,000",5/18/2021,"$300,000,000",Priced,CPARU,Catalyst Partners Acquisition Corp.,3/11/2021,"$300,000,000"
1150119-96607,VLATU,Valor Latitude Acquisition Corp.,NASDAQ Capital,10.00,"20,000,000",5/04/2021,"$200,000,000",Priced,VLATU,Valor Latitude Acquisition Corp.,3/11/2021,"$200,000,000"
1150122-96608,,,,,,,,,,BCC Investment Corp.,3/11/2021,"$345,000,000"
1150135-96619,,,,,,,,,SPGLU,SPGL Acquisition Corp,3/11/2021,"$287,500,000"
1150144-96621,SZZLU,Sizzle Acquisition Corp.,NASDAQ Global,10.00,"13,500,000",11/04/2021,"$135,000,000",Priced,SZZLU,Sizzle Acquisition Corp.,3/11/2021,"$135,000,000"
1150221-96625,,,,,,,,,,C&W Acquisition Corp.,3/12/2021,"$287,500,000"
1150230-96630,,,,,,,,,,SEP Growth Holdings Corp.,3/12/2021,"$287,500,000"
1150242-96633,CLST,"Catalyst Bancorp, Inc.",NASDAQ Capital,10.00,"5,290,000",10/13/2021,"$52,900,000",Priced,CLST,"Catalyst Bancorp, Inc.",3/12/2021,"$52,900,000"
1150321-96635,PBBK,"PB Bankshares, Inc.",NASDAQ Capital,10.00,"2,777,250",7/15/2021,"$27,772,500",Priced,PBBK,"PB Bankshares, Inc.",3/12/2021,"$27,772,500"
1150333-96636,TCBC,"TC Bancshares, Inc.",NASDAQ Capital,10.00,"4,898,350",7/21/2021,"$48,983,500",Priced,TCBC,"TC Bancshares, Inc.",3/12/2021,"$48,983,500"
1150344-96640,CULL,"Cullman Bancorp, Inc. /MD/",NASDAQ Capital,10.00,"4,284,375",7/15/2021,"$42,843,750",Priced,CULL,"Cullman Bancorp, Inc. /MD/",3/12/2021,"$42,843,750"
1150350-96643,,,,,,,,,,"Thunder Bridge Capital Partners IV, Inc.",3/12/2021,"$258,750,000"
1150350-96710,THCPU,"Thunder Bridge Capital Partners IV, Inc.",NASDAQ Global,10.00,"22,500,000",6/30/2021,"$225,000,000",Priced,THCPU,"Thunder Bridge Capital Partners IV, Inc.",3/16/2021,"$225,000,000"
1150367-96645,EM,Smart Share Global Ltd,NASDAQ Global Select,8.50,"17,650,000",4/01/2021,"$150,025,000",Priced,EM,Smart Share Global Ltd,3/12/2021,"$150,025,000"
1150375-96646,,,,,,,,,,Able Brands Co.,3/12/2021,"$250,000,000"
1150388-96650,SEDAU,SDCL EDGE Acquisition Corp,NYSE,10.00,"17,500,000",10/29/2021,"$175,000,000",Priced,SEDAU,SDCL EDGE Acquisition Corp,3/12/2021,"$175,000,000"
1150396-96652,,,,,,,,,,FirstMark Acquisition Corp. II,3/12/2021,"$230,000,000"
1150398-96653,,,,,,,,,UNOOU,1Sharpe Acquisition Corp.,3/12/2021,"$258,750,000"
1150411-96656,,,,,,,,,,Transformational CPG Acquisition Corp.,3/15/2021,"$345,000,000"
1150415-96654,,,,,,,,,,FirstMark Acquisition Corp. III,3/15/2021,"$460,000,000"
1150431-96657,,,,,,,,,,Osprey Technology Acquisition Corp. II,3/15/2021,"$373,750,000"
1150433-96658,,,,,,,,,,Brand Velocity Acquisition Corp,3/15/2021,"$230,000,000"
1150434-96660,,,,,,,,,,Vector Acquisition Corp III,3/15/2021,"$287,500,000"
1150435-96661,DCRDU,Decarbonization Plus Acquisition Corp IV,NASDAQ Capital,10.00,"27,500,000",8/11/2021,"$275,000,000",Priced,DCRDU,Decarbonization Plus Acquisition Corp IV,3/15/2021,"$275,000,000"
1150443-96663,ALCC,Oklo Inc.,NYSE,10.00,"45,000,000",7/08/2021,"$450,000,000",Priced,ALCC,Oklo Inc.,3/15/2021,"$450,000,000"
1150449-96664,,,,,,,,,,Cerberus Telecom Acquisition Corp. II,3/15/2021,"$287,500,000"
1150487-98287,RSKD,RISKIFIED LTD.,NYSE,21.00,"17,500,000",7/29/2021,"$367,500,000",Priced,RSKD,RISKIFIED LTD.,7/01/2021,"$367,500,000"
1150527-100538,VTYX,"Ventyx Biosciences, Inc.",NASDAQ Global Select,16.00,"9,472,656",10/21/2021,"$151,562,496",Priced,VTYX,"Ventyx Biosciences, Inc.",9/29/2021,"$151,562,496"
1150538-108202,,,,,,,,,,"Fortegra Group, Inc",11/08/2023,"$372,600,000"
1150538-96671,,,,,,,,,,"Fortegra Group, Inc",3/15/2021,"$162,265,000.00"
1150555-97801,IPSC,"Century Therapeutics, Inc.",NASDAQ Global Select,20.00,"10,550,000",6/18/2021,"$211,000,000",Priced,IPSC,"Century Therapeutics, Inc.",5/28/2021,"$211,000,000"
1150559-96679,,,,,,,,,,Vector Acquisition Corp IV,3/15/2021,"$402,500,000"
1150573-96682,,,,,,,,,,DD3 Acquisition Corp. III,3/15/2021,"$172,500,000"
1150574-96683,,,,,,,,,BRIGU,Brigantine Acquisition Corp.,3/15/2021,"$690,000,000"
1150576-96684,,,,,,,,,TWCMU,Mistico Acquisition Corp.,3/15/2021,"$460,000,000"
1150578-96685,,,,,,,,,,BharCap Acquisition Corp.,3/15/2021,"$287,500,000"
1150583-96689,,,,,,,,,,H.I.G. Acquisition Corp. II,3/15/2021,"$345,000,000"
1150584-96690,,,,,,,,,,LEO HOLDINGS V CORP,3/15/2021,"$287,500,000"
1150640-96695,,,,,,,,,,Reverence Acquisition Corp.,3/16/2021,"$345,000,000"
1150705-96698,NCACU,Newcourt Acquisition Corp,NASDAQ Global,10.00,"22,000,000",10/20/2021,"$220,000,000",Priced,NCACU,Newcourt Acquisition Corp,3/16/2021,"$220,000,000"
1150728-96706,SKYAU,SKYDECK ACQUISITION CORP.,NASDAQ Capital,10.00,"20,000,000",5/19/2021,"$200,000,000",Priced,SKYAU,SKYDECK ACQUISITION CORP.,3/16/2021,"$200,000,000"
1150734-110932,,,,,,,,,DRIL,Lannister Mining Corp.,7/31/2024,"$13,800,000"
1150772-96716,,,,,,,,,,EIP Acquisition Corp I,3/16/2021,"$345,000,000"
1150868-96719,DV,"DoubleVerify Holdings, Inc.",NYSE,27.00,"13,333,335",4/21/2021,"$360,000,045",Priced,DV,"DoubleVerify Holdings, Inc.",3/17/2021,"$360,000,045"
1150918-100683,VAXX,"Vaxxinity, Inc.",NASDAQ Global,13.00,"6,000,000",11/11/2021,"$78,000,000",Priced,VAXX,"Vaxxinity, Inc.",10/08/2021,"$78,000,000"
1150968-96726,,,,,,,,,,Falcon Capital Acquisition Corp. II,3/17/2021,"$460,000,000"
1150971-96730,,,,,,,,,,Fifth Wall Acquisition Corp. II,3/17/2021,"$172,500,000"
1150974-96731,ACROU,Acropolis Infrastructure Acquisition Corp.,NYSE,10.00,"30,000,000",7/09/2021,"$300,000,000",Priced,ACROU,Acropolis Infrastructure Acquisition Corp.,3/17/2021,"$300,000,000"
1150984-96733,,,,,,,,,ICGAU,ICG HYPERSONIC ACQUISITION CORP,3/17/2021,"$287,500,000"
1151014-96738,,,,,,,,,,Keter1 Acquisition Corp,3/18/2021,"$287,500,000"
1151043-96734,,,,,,,,,STLRU,Stellaris Growth Acquisition Corp.,3/18/2021,"$147,200,000"
1151052-96736,,,,,,,,,RCDAU,Red Cell DRM Acquisition Corp.,3/18/2021,"$287,500,000"
1151057-96739,DILAU,Dila Capital Acquisition Corp,NASDAQ Capital,10.00,"5,500,000",6/15/2021,"$55,000,000",Priced,DILAU,Dila Capital Acquisition Corp,3/18/2021,"$55,000,000"
1151058-96741,CHWAU,Wag! Group Co.,NASDAQ Capital,10.00,"11,000,000",8/30/2021,"$110,000,000",Priced,CHWAU,Wag! Group Co.,3/18/2021,"$110,000,000"
1151128-96745,AGL,"agilon health, inc.",NYSE,23.00,"46,600,000",4/15/2021,"$1,071,800,000",Priced,AGL,"agilon health, inc.",3/18/2021,"$1,071,800,000"
1151152-96746,,,,,,,,,,Quiet Plus I Acquisition Corp.,3/18/2021,"$287,500,000"
1151175-96753,,,,,,,,,,Healthcare Merger Corp. II,3/18/2021,"$345,000,000"
1151192-96759,GWIIU,Good Works II Acquisition Corp.,NASDAQ Capital,10.00,"20,000,000",7/12/2021,"$200,000,000",Priced,GWIIU,Good Works II Acquisition Corp.,3/18/2021,"$200,000,000"
1151201-96762,,,,,,,,,,CAVU TECHNOLOGY ACQUISITION CORP.,3/18/2021,"$115,000,000"
1151299-96765,,,,,,,,,,Lionheart IV CORP,3/19/2021,"$287,500,000"
1151300-96766,LIONU,Lionheart III CORP,NASDAQ Global,10.00,"11,500,000",11/04/2021,"$115,000,000",Priced,LIONU,Lionheart III CORP,3/19/2021,"$115,000,000"
1151375-96769,,,,,,,,,ETA'U,Integrated Energy Transition Acquisition Corp.,3/19/2021,"$172,500,000"
1151387-97893,GRPH,"Lenz Therapeutics, Inc.",NASDAQ Global,17.00,"14,000,000",6/25/2021,"$238,000,000",Priced,GRPH,"Lenz Therapeutics, Inc.",6/04/2021,"$238,000,000"
1151400-96774,CLBRU,"PSQ Holdings, Inc.",NYSE,10.00,"15,000,000",6/09/2021,"$150,000,000",Priced,CLBRU,"PSQ Holdings, Inc.",3/19/2021,"$150,000,000"
1151412-96775,,,,,,,,,ONS'U,ONS Acquisition Corp.,3/19/2021,"$172,500,000"
1151413-96778,PLAOU,Patria Latin American Opportunity Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",3/10/2022,"$200,000,000",Priced,PLAOU,Patria Latin American Opportunity Acquisition Corp.,3/19/2021,"$200,000,000"
1151428-96780,CBRGU,Chain Bridge I,NASDAQ Global,10.00,"20,000,000",11/10/2021,"$200,000,000",Priced,CBRGU,Chain Bridge I,3/19/2021,"$200,000,000"
1151432-96782,TCVA,TCV Acquisition Corp.,NASDAQ Capital,10.00,"35,000,000",4/14/2021,"$350,000,000",Priced,TCVA,TCV Acquisition Corp.,3/19/2021,"$350,000,000"
1151437-96788,MITAU,Coliseum Acquisition Corp.,NASDAQ Capital,10.00,"15,000,000",6/23/2021,"$150,000,000",Priced,MITAU,Coliseum Acquisition Corp.,3/19/2021,"$150,000,000"
1151447-96790,,,,,,,,,,Think Elevation Capital Growth Opportunities,3/19/2021,"$258,750,000"
1151449-96792,VECT,VectivBio Holding AG,NASDAQ Global,17.00,"7,500,000",4/09/2021,"$127,500,000",Priced,VECT,VectivBio Holding AG,3/19/2021,"$127,500,000"
1151451-96794,,,,,,,,,,Anthropos Capital Corp,3/19/2021,"$287,500,000"
1151452-96796,,,,,,,,,,First Trust SkyBridge Bitcoin ETF Trust,3/19/2021,"$1,000,000"
1151453-96798,SHCAU,Spindletop Health Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",11/04/2021,"$200,000,000",Priced,SHCAU,Spindletop Health Acquisition Corp.,3/19/2021,"$200,000,000"
1151455-96800,,,,,,,,,,Laris Media Acquisition Corp,3/19/2021,"$287,500,000"
1151456-96799,AFACU,Arena Fortify Acquisition Corp.,NASDAQ Global,10.00,"15,000,000",11/10/2021,"$150,000,000",Priced,AFACU,Arena Fortify Acquisition Corp.,3/19/2021,"$150,000,000"
1151473-96804,HTAQU,Hunt Companies Acquisition Corp. I,NYSE,10.00,"20,000,000",11/09/2021,"$200,000,000",Priced,HTAQU,Hunt Companies Acquisition Corp. I,3/22/2021,"$200,000,000"
1151475-96805,,,,,,,,,,Lazard Fintech Acquisition Corp. I,3/22/2021,"$287,500,000"
1151478-96806,,,,,,,,,,Lazard Healthcare Acquisition Corp. I,3/22/2021,"$287,500,000"
1151514-96812,SNTG,Sentage Holdings Inc.,NASDAQ Capital,5.00,"4,000,000",7/09/2021,"$20,000,000",Priced,SNTG,Sentage Holdings Inc.,3/22/2021,"$20,000,000"
1151577-96813,RGC,Regencell Bioscience Holdings Ltd,NASDAQ Capital,9.50,"2,300,000",7/16/2021,"$21,850,000",Priced,RGC,Regencell Bioscience Holdings Ltd,3/22/2021,"$21,850,000"
1151587-96814,,,,,,,,,,Good Commerce Acquisition Corp,3/22/2021,"$230,000,000"
1151617-96818,SKYT,"SkyWater Technology, Inc",NASDAQ Capital,14.00,"6,960,000",4/21/2021,"$97,440,000",Priced,SKYT,"SkyWater Technology, Inc",3/22/2021,"$97,440,000"
1151623-96822,,,,,,,,,CATLU,Category Leader Partner Corp 1,3/22/2021,"$230,000,000"
1151625-96825,,,,,,,,,,Jeneration Acquisition Corp,3/22/2021,"$345,000,000"
1151631-96826,ITAQU,"Industrial Tech Acquisitions II, Inc.",NASDAQ Global,10.00,"15,000,000",1/12/2022,"$150,000,000",Priced,ITAQU,"Industrial Tech Acquisitions II, Inc.",3/22/2021,"$150,000,000"
