dealID,proposedTickerSymbol_x,companyName_x,proposedExchange,proposedSharePrice,sharesOffered,pricedDate,dollarValueOfSharesOffered_x,dealStatus,proposedTickerSymbol_y,companyName_y,filedDate,dollarValueOfSharesOffered_y
1315949-112175,,,,,,,,,DYZH,"YIZHIHUI TECHNOLOGY ELDERLY CARE GROUP CO., LTD",11/29/2024,"$1,000,000"
1315954-112130,WTF,Waton Financial Ltd,NASDAQ Capital,4.00,"4,375,000",4/01/2025,"$17,500,000",Priced,WTF,Waton Financial Ltd,11/22/2024,"$17,500,000"
1315983-112131,IPCXU,Inflection Point Acquisition Corp. III,NASDAQ Global,10.00,"22,000,000",4/25/2025,"$220,000,000",Priced,IPCXU,Inflection Point Acquisition Corp. III,11/25/2024,"$220,000,000"
1316089-112139,TOPW,AsiaStrategy,NASDAQ Capital,4.00,"2,664,000",4/02/2025,"$10,656,000",Priced,TOPW,AsiaStrategy,11/25/2024,"$10,656,000"
1316389-112170,RANGU,Range Capital Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",12/20/2024,"$100,000,000",Priced,RANGU,Range Capital Acquisition Corp.,11/27/2024,"$100,000,000"
1316541-112186,,,,,,,,,GTSG,GATES GROUP Inc.,12/02/2024,"$1,531,554"
1316646-112201,,,,,,,,,SYH,Mountain&Sea Health Inc.,12/03/2024,"$8,625,000"
1316874-112222,SVCCU,Stellar V Capital Corp. (Cayman Islands),NASDAQ Global,10.00,"15,000,000",1/30/2025,"$150,000,000",Priced,SVCCU,Stellar V Capital Corp. (Cayman Islands),12/04/2024,"$150,000,000"
1317009-112229,,,,,,,,,PKCD,"Punk Code International Group Co., Ltd.",12/05/2024,"$15,000,000"
1317138-112241,,,,,,,,,,Great Restaurant Development Holdings Ltd,12/06/2024,"$9,660,000"
1317161-112245,FLOC,Flowco Holdings Inc.,NYSE,24.00,"17,800,000",1/16/2025,"$427,200,000",Priced,FLOC,Flowco Holdings Inc.,12/06/2024,"$427,200,000"
1317250-112258,CHPGU,ChampionsGate Acquisition Corp,NASDAQ Global,10.00,"6,500,000",5/28/2025,"$65,000,000",Priced,CHPGU,ChampionsGate Acquisition Corp,12/09/2024,"$65,000,000"
1317393-112267,TMDE,TMD Energy Ltd,NYSE MKT,3.25,"3,100,000",4/21/2025,"$10,075,000",Priced,TMDE,TMD Energy Ltd,12/10/2024,"$10,075,000"
1317440-112268,GRAN,Grande Group Ltd/HK,NASDAQ Capital,5.00,"1,875,000",7/01/2025,"$9,375,000",Priced,GRAN,Grande Group Ltd/HK,12/10/2024,"$9,375,000"
1317469-112271,,,,,,,,,LFS,"LEIFRAS Co., Ltd.",12/10/2024,"$7,187,500"
1317710-112291,WSBK,"Winchester Bancorp, Inc./MD/",NASDAQ Capital,10.00,"3,997,012",5/02/2025,"$39,970,120",Priced,WSBK,"Winchester Bancorp, Inc./MD/",12/12/2024,"$39,970,120"
1317842-112310,,,,,,,,,YZRY,"Gansu Yunzhao Ruyi Technology Development Co., Ltd.",12/13/2024,"$60,000,000"
1318126-112356,,,,,,,,,JHKC,JuHe KC Holdings Ltd,12/16/2024,"$5,000,000"
1318501-112382,,,,,,,,,JAJI,JAJI Global Inc,12/18/2024,"$11,040,000"
1318831-112408,VG,"Venture Global, Inc.",NYSE,25.00,"70,000,000",1/24/2025,"$1,750,000,000",Priced,VG,"Venture Global, Inc.",12/20/2024,"$1,750,000,000"
1318879-112411,COPLU,Copley Acquisition Corp,NYSE,10.00,"15,000,000",5/01/2025,"$150,000,000",Priced,COPLU,Copley Acquisition Corp,12/20/2024,"$150,000,000"
1319084-112438,,,,,,,,,AHJKU,"Aimei Health Technology II Co., Ltd.",12/23/2024,"$69,000,000"
1319106-112447,,,,,,,,,SFDX,"SFIDA X, Inc.",12/23/2024,"$6,900,000"
1319131-112456,,,,,,,,,PICW,Pictureworks International Holdings Ltd,12/26/2024,"$13,225,000"
1319302-112462,SAGT,SAGTEC GLOBAL Ltd,NASDAQ Capital,4.00,"1,750,000",3/07/2025,"$7,000,000",Priced,SAGT,SAGTEC GLOBAL Ltd,12/26/2024,"$7,000,000"
1319426-112471,AAPG,ASCENTAGE PHARMA GROUP INTERNATIONAL,NASDAQ Global,17.25,"7,325,000",1/24/2025,"$126,356,250",Priced,AAPG,ASCENTAGE PHARMA GROUP INTERNATIONAL,12/27/2024,"$126,356,250"
1319567-112478,ATHR,"Aether Holdings, Inc.",NASDAQ Capital,4.30,"1,800,000",4/10/2025,"$7,740,000",Priced,ATHR,"Aether Holdings, Inc.",12/30/2024,"$7,740,000"
1319588-112479,MAYAU,Maywood Acquisition Corp.,NASDAQ Global,10.00,"7,500,000",2/13/2025,"$75,000,000",Priced,MAYAU,Maywood Acquisition Corp.,12/30/2024,"$75,000,000"
1319852-112501,NNNN,Anbio Biotechnology,NASDAQ Global,5.00,"1,600,000",2/19/2025,"$8,000,000",Priced,NNNN,Anbio Biotechnology,12/31/2024,"$8,000,000"
1320035-112507,NHICU,NewHold Investment Corp. III,NASDAQ Global,10.00,"17,500,000",2/28/2025,"$175,000,000",Priced,NHICU,NewHold Investment Corp. III,1/02/2025,"$175,000,000"
1320203-112513,,,,,,,,,EFB,Everfront Biotech Holding Co Ltd,1/03/2025,"$10,000,000"
1320224-112515,,,,,,,,,POAS,Phaos Technology (Cayman) Holdings Ltd,1/06/2025,"$20,025,450"
1320232-112519,ZGM,Zenta Group Co Ltd,NASDAQ Capital,4.00,"1,500,000",9/09/2025,"$6,000,000",Priced,ZGM,Zenta Group Co Ltd,1/06/2025,"$6,000,000"
1320457-112529,,,,,,,,,MOLD,"Molida Holding Group Co., Ltd",1/07/2025,"$120,000,000"
1320491-112531,MAZE,"Maze Therapeutics, Inc.",NASDAQ Global,16.00,"8,750,000",1/31/2025,"$140,000,000",Priced,MAZE,"Maze Therapeutics, Inc.",1/07/2025,"$140,000,000"
1320694-112547,ORIQU,Origin Investment Corp I,NASDAQ Global,10.00,"6,000,000",7/02/2025,"$60,000,000",Priced,ORIQU,Origin Investment Corp I,1/10/2025,"$60,000,000"
1320825-112554,,,,,,,,,MTNEU,CH4 Natural Solutions Corp,1/10/2025,"$287,500,000"
1320859-112556,LOKVU,Live Oak Acquisition Corp. V,NASDAQ Global,10.00,"20,000,000",2/28/2025,"$200,000,000",Priced,LOKVU,Live Oak Acquisition Corp. V,1/10/2025,"$200,000,000"
1321087-112580,MWYN,"Marwynn Holdings, Inc.",NASDAQ Capital,4.00,"2,000,000",3/13/2025,"$8,000,000",Priced,MWYN,"Marwynn Holdings, Inc.",1/13/2025,"$8,000,000"
1321113-112582,TTAM,Titan America SA,NYSE,16.00,"24,000,000",2/07/2025,"$384,000,000",Priced,TTAM,Titan America SA,1/13/2025,"$384,000,000"
1321157-112588,PHOE,Phoenix Asia Holdings Ltd,NASDAQ Capital,4.00,"1,600,000",4/25/2025,"$6,400,000",Priced,PHOE,Phoenix Asia Holdings Ltd,1/13/2025,"$6,400,000"
1321478-112613,,,,,,,,,AAS,Antharas Inc,1/15/2025,"$7,187,500"
1321716-112627,,,,,,,,,AGRZ,Agroz Inc.,1/16/2025,"$6,900,000"
1321844-112635,,,,,,,,,IRHOU,Iron Horse Acquisitions Corp. II,1/17/2025,"$230,000,000"
1321871-112639,SAIL,"SailPoint, Inc.",NASDAQ Global Select,23.00,"60,000,000",2/13/2025,"$1,380,000,000",Priced,SAIL,"SailPoint, Inc.",1/17/2025,"$1,380,000,000"
1321893-112646,SION,"Sionna Therapeutics, Inc.",NASDAQ Global,18.00,"10,588,233",2/07/2025,"$190,588,194",Priced,SION,"Sionna Therapeutics, Inc.",1/17/2025,"$190,588,194"
1321998-112661,,,,,,,,,YDDL,One & one Green Technologies. INC,1/21/2025,"$17,250,000"
1322018-112665,KRMN,Karman Holdings Inc.,NYSE,22.00,"23,000,000",2/13/2025,"$506,000,000",Priced,KRMN,Karman Holdings Inc.,1/21/2025,"$506,000,000"
1322033-112669,SPEGU,Silver Pegasus Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",7/15/2025,"$100,000,000",Priced,SPEGU,Silver Pegasus Acquisition Corp.,1/21/2025,"$100,000,000"
1322173-112683,,,,,,,,,,Center Holdings Inc.,1/22/2025,"$17,250,000"
1322173-113842,,,,,,,,,CTMB,Center Holdings Inc.,5/02/2025,"$25,875,000"
1322193-112689,,,,,,,,,,One Power Co,1/23/2025,"$100,000,000"
1322410-112712,SOULU,Soulpower Acquisition Corp.,NYSE,10.00,"22,000,000",4/02/2025,"$220,000,000",Priced,SOULU,Soulpower Acquisition Corp.,1/24/2025,"$220,000,000"
1322465-112719,,,,,,,,,SFTO,Softto Inc,1/24/2025,"$20,700,000"
1322793-112762,,,,,,,,,QMSK,"QMSK Technology Co., Ltd",1/28/2025,"$43,125,000"
1322821-112765,GSHRU,Gesher Acquisition Corp. II,NASDAQ Global,10.00,"12,500,000",3/21/2025,"$125,000,000",Priced,GSHRU,Gesher Acquisition Corp. II,1/28/2025,"$125,000,000"
1322838-112768,,,,,,,,,VTEK,VISTEK LTD,1/28/2025,"$13,500,000"
1322896-112772,CGCTU,Cartesian Growth Corp III,NASDAQ Global,10.00,"24,000,000",5/02/2025,"$240,000,000",Priced,CGCTU,Cartesian Growth Corp III,1/29/2025,"$240,000,000"
1322978-112776,,,,,,,,,BGO,"Bialgo Commercial Operation Management CO., Ltd",1/28/2025,"$8,000,000"
1323373-112823,FERAU,Fifth Era Acquisition Corp I,NASDAQ Global,10.00,"20,000,000",2/28/2025,"$200,000,000",Priced,FERAU,Fifth Era Acquisition Corp I,1/31/2025,"$200,000,000"
1323609-112859,RAC'U,Rithm Acquisition Corp.,NYSE,10.00,"20,000,000",2/27/2025,"$200,000,000",Priced,RAC'U,Rithm Acquisition Corp.,2/03/2025,"$200,000,000"
1323736-112863,,,,,,,,,BRKHM,BRK International Holding Group Ltd,2/04/2025,"$1,000,000"
1324292-112908,DAAQU,Digital Asset Acquisition Corp.,NASDAQ Global,10.00,"15,000,000",4/29/2025,"$150,000,000",Priced,DAAQU,Digital Asset Acquisition Corp.,2/07/2025,"$150,000,000"
1324295-112909,RAAQU,Real Asset Acquisition Corp.,NASDAQ Global,10.00,"15,000,000",4/29/2025,"$150,000,000",Priced,RAAQU,Real Asset Acquisition Corp.,2/07/2025,"$150,000,000"
1324309-112916,,,,,,,,,AHMA,AMBITIONS ENTERPRISE MANAGEMENT CO. L.L.C,2/07/2025,"$8,625,000"
1324319-112919,TVACU,Texas Ventures Acquisition III Corp,NASDAQ Global,10.00,"20,000,000",4/23/2025,"$200,000,000",Priced,TVACU,Texas Ventures Acquisition III Corp,2/10/2025,"$200,000,000"
1324484-112926,KMTS,"KESTRA MEDICAL TECHNOLOGIES, LTD.",NASDAQ Global Select,17.00,"11,882,352",3/06/2025,"$201,999,984",Priced,KMTS,"KESTRA MEDICAL TECHNOLOGIES, LTD.",2/10/2025,"$201,999,984"
1324536-112932,UYSCU,UY Scuti Acquisition Corp.,NASDAQ Capital,10.00,"5,000,000",3/31/2025,"$50,000,000",Priced,UYSCU,UY Scuti Acquisition Corp.,2/11/2025,"$50,000,000"
1324621-112934,,,,,,,,,HAVAU,Harvard Ave Acquistion Corp,2/11/2025,"$207,000,000"
1324686-112940,,,,,,,,,QHT,Qinhui Technology International Co. Ltd.,2/11/2025,"$8,625,000"
1324731-112947,CHACU,Crane Harbor Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",4/25/2025,"$200,000,000",Priced,CHACU,Crane Harbor Acquisition Corp.,2/12/2025,"$200,000,000"
1324913-112960,LAWR,"Robot Consulting Co., Ltd.",NASDAQ Capital,4.00,"3,750,000",7/17/2025,"$15,000,000",Priced,LAWR,"Robot Consulting Co., Ltd.",2/12/2025,"$15,000,000"
1325494-113016,,,,,,,,,RNBW,Rainbow Capital Holdings Ltd,2/14/2025,"$7,906,250"
1325550-113031,PTNM,Pitanium Ltd,NASDAQ Capital,4.00,"1,750,000",5/30/2025,"$7,000,000",Priced,PTNM,Pitanium Ltd,2/14/2025,"$7,000,000"
1325751-113048,,,,,,,,,CCACU,CCIS Acquisition Corp,2/19/2025,"$69,000,000"
1325923-113065,,,,,,,,,,GenEmbryomics Ltd,2/20/2025,"$5,981,437.50"
1325924-113066,BLUWU,Blue Water Acquisition Corp. III,NASDAQ Global,10.00,"22,000,000",6/10/2025,"$220,000,000",Priced,BLUWU,Blue Water Acquisition Corp. III,2/20/2025,"$220,000,000"
1326099-113073,OFAL,OFA Group,NASDAQ Capital,4.00,"3,750,000",5/21/2025,"$15,000,000",Priced,OFAL,OFA Group,2/21/2025,"$15,000,000"
1326103-113075,,,,,,,,,BGIN,BGIN BLOCKCHAIN Ltd,2/21/2025,"$48,300,000"
1326151-113079,,,,,,,,,AIAS,AI ASSETS LTD,2/21/2025,"$23,000,000"
1326160-113080,,,,,,,,,TYZ,Tong Ying Group,2/21/2025,"$10,000,000"
1326170-113082,,,,,,,,,DCR,DCR Tech Group Ltd,2/21/2025,"$13,800,000"
1326250-113090,AIRO,"AIRO Group Holdings, Inc.",NASDAQ Global,10.00,"6,000,000",6/13/2025,"$60,000,000",Priced,AIRO,"AIRO Group Holdings, Inc.",2/21/2025,"$60,000,000"
1326257-113091,QSEAU,Quartzsea Acquisition Corp,NASDAQ Global,10.00,"7,200,000",3/18/2025,"$72,000,000",Priced,QSEAU,Quartzsea Acquisition Corp,2/24/2025,"$72,000,000"
1326416-113108,EDHL,Everbright Digital Holding Ltd.,NASDAQ Capital,4.00,"1,500,000",4/17/2025,"$6,000,000",Priced,EDHL,Everbright Digital Holding Ltd.,2/25/2025,"$6,000,000"
1326446-113109,,,,,,,,,SJHK,"Sichuan Hongyi Enterprise Management Co., Ltd.",2/25/2025,"$100,000,000"
1326483-113112,,,,,,,,,DLHZ,Dalu International Group Ltd,2/25/2025,"$10,350,000"
1326823-113151,PFAI,Pinnacle Food Group Ltd,NASDAQ Capital,4.00,"1,800,000",4/22/2025,"$7,200,000",Priced,PFAI,Pinnacle Food Group Ltd,2/27/2025,"$7,200,000"
1326856-113159,RDAGU,Republic Digital Acquisition Co,NASDAQ Global,10.00,"26,400,000",5/01/2025,"$264,000,000",Priced,RDAGU,Republic Digital Acquisition Co,2/28/2025,"$264,000,000"
1326970-113188,MNTN,"MNTN, Inc.",NYSE,16.00,"11,700,000",5/22/2025,"$187,200,000",Priced,MNTN,"MNTN, Inc.",2/28/2025,"$187,200,000"
1326992-113193,,,,,,,,,DTDT,DT House Ltd,3/03/2025,"$11,500,000"
1327077-113205,CRAQU,Cal Redwood Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",5/23/2025,"$200,000,000",Priced,CRAQU,Cal Redwood Acquisition Corp.,3/03/2025,"$200,000,000"
1327107-113210,,,,,,,,,ELCG,ELC Group Holdings Ltd.,3/04/2025,"$12,903,000"
1327479-113230,ANPA,Rich Sparkle Holdings Ltd,NASDAQ Capital,4.00,"1,250,000",7/08/2025,"$5,000,000",Priced,ANPA,Rich Sparkle Holdings Ltd,3/06/2025,"$5,000,000"
1327737-113247,IPODU,Dune Acquisition Corp II,NASDAQ Global,10.00,"12,500,000",5/07/2025,"$125,000,000",Priced,IPODU,Dune Acquisition Corp II,3/07/2025,"$125,000,000"
1327749-113251,SDHIU,Siddhi Acquisition Corp (Cayman Islands),NASDAQ Global,10.00,"24,000,000",4/01/2025,"$240,000,000",Priced,SDHIU,Siddhi Acquisition Corp (Cayman Islands),3/07/2025,"$240,000,000"
1327779-113254,,,,,,,,,AVG,ANEW HEALTH Ltd,3/07/2025,"$12,420,000"
1327797-113256,TACHU,Titan Acquisition Corp.,NASDAQ Global,10.00,"24,000,000",4/09/2025,"$240,000,000",Priced,TACHU,Titan Acquisition Corp.,3/10/2025,"$240,000,000"
1327888-113267,CEPT,"Cantor Equity Partners II, Inc.",NASDAQ Global,10.00,"24,000,000",5/02/2025,"$240,000,000",Priced,CEPT,"Cantor Equity Partners II, Inc.",3/10/2025,"$240,000,000"
1328412-113303,,,,,,,,,POM,POMDOCTOR Ltd,3/13/2025,"$34,500,024"
1328532-113314,,,,,,,,,,SHENNI HOLDINGS Ltd,3/14/2025,"$20,700,000"
1328658-113321,TVAIU,Thayer Ventures Acquisition Corp II,NASDAQ Global,10.00,"17,500,000",5/15/2025,"$175,000,000",Priced,TVAIU,Thayer Ventures Acquisition Corp II,3/14/2025,"$175,000,000"
1328679-113328,SZZLU,Sizzle Acquisition Corp. II,NASDAQ Global,10.00,"20,000,000",4/02/2025,"$200,000,000",Priced,SZZLU,Sizzle Acquisition Corp. II,3/14/2025,"$200,000,000"
1328680-113331,RTACU,Renatus Tactical Acquisition Corp I,NASDAQ Global,10.00,"21,000,000",5/15/2025,"$210,000,000",Priced,RTACU,Renatus Tactical Acquisition Corp I,3/14/2025,"$210,000,000"
1328681-113332,BMHL,Bluemount Holdings Ltd,NASDAQ Capital,4.00,"1,375,000",7/11/2025,"$5,500,000",Priced,BMHL,Bluemount Holdings Ltd,3/17/2025,"$5,500,000"
1328776-113339,HCHL,Happy City Holdings Ltd,NASDAQ Capital,5.00,"1,100,000",6/24/2025,"$5,500,000",Priced,HCHL,Happy City Holdings Ltd,3/17/2025,"$5,500,000"
1328896-113345,,,,,,,,,JRWP,Jingrui Wang Pu Holdings Group Ltd.,3/18/2025,"$8,625,000"
1329102-113352,,,,,,,,,XZ,Xinzi,3/19/2025,"$25,875,000"
1329282-113362,,,,,,,,,SMIP,"SPECTRAL IP, INC.",3/20/2025,"$21,562,500"
1329454-113376,PMTRU,Perimeter Acquisition Corp. I,NASDAQ Global,10.00,"21,000,000",5/13/2025,"$210,000,000",Priced,PMTRU,Perimeter Acquisition Corp. I,3/20/2025,"$210,000,000"
1329786-113390,TACOU,Berto Acquisition Corp.,NASDAQ Global,10.00,"26,100,000",4/30/2025,"$261,000,000",Priced,TACOU,Berto Acquisition Corp.,3/21/2025,"$261,000,000"
1329941-113407,ASIC,Ategrity Specialty Insurance Co Holdings,NYSE,17.00,"6,666,667",6/11/2025,"$113,333,339",Priced,ASIC,Ategrity Specialty Insurance Co Holdings,3/24/2025,"$113,333,339"
1329948-113408,,,,,,,,,GVSE,Gameverse Interactive Corp,3/24/2025,"$17,250,000"
1330008-113415,CHA,Chagee Holdings Ltd.,NASDAQ Global Select,28.00,"14,683,991",4/17/2025,"$411,151,748",Priced,CHA,Chagee Holdings Ltd.,3/25/2025,"$411,151,748"
1330102-113426,AACIU,Armada Acquisition Corp. II,NASDAQ Global,10.00,"20,000,000",5/21/2025,"$200,000,000",Priced,AACIU,Armada Acquisition Corp. II,3/26/2025,"$200,000,000"
1330269-113439,,,,,,,,,HCPC,HengHong Technology Inc.,3/27/2025,"$13,800,000"
1330374-113451,BUUU,BUUU Group Ltd,NASDAQ Capital,4.00,"1,500,000",8/14/2025,"$6,000,000",Priced,BUUU,BUUU Group Ltd,3/28/2025,"$6,000,000"
1330387-113454,EGG,ENIGMATIG LTD,NYSE MKT,5.00,"2,845,200",6/18/2025,"$14,226,000",Priced,EGG,ENIGMATIG LTD,3/28/2025,"$14,226,000"
1330453-113455,JLHL,Julong Holding Ltd,NASDAQ Capital,4.00,"1,250,000",6/26/2025,"$5,000,000",Priced,JLHL,Julong Holding Ltd,3/28/2025,"$5,000,000"
1330573-113470,BSAAU,BEST SPAC I Acquisition Corp.,NASDAQ Capital,10.00,"5,500,000",6/13/2025,"$55,000,000",Priced,BSAAU,BEST SPAC I Acquisition Corp.,3/28/2025,"$55,000,000"
1330662-113478,,,,,,,,,SFTI,Sea Forrest International Ltd.,3/31/2025,"$19,406,250"
1330721-113495,PMI,"Picard Medical, Inc.",NYSE MKT,4.00,"4,250,000",8/29/2025,"$17,000,000",Priced,PMI,"Picard Medical, Inc.",4/01/2025,"$17,000,000"
1330722-113496,CHOW,ChowChow Cloud International Holdings Ltd,NYSE MKT,4.00,"2,600,000",9/16/2025,"$10,400,000",Priced,CHOW,ChowChow Cloud International Holdings Ltd,4/01/2025,"$10,400,000"
1330871-113513,,,,,,,,,AMJK,AIMEI HEALTH TECHNOLOGY LTD,4/02/2025,"$6,250,000"
1330872-113514,,,,,,,,,HRGH,RUIGUANGHONGFENG INTERNATIONAL LTD,4/02/2025,"$6,000,000"
1331087-113527,,,,,,,,,VCKBU,Vickers Vantage Corp. II,4/03/2025,"$207,000,000"
1331206-113539,LCCCU,Lakeshore Acquisition III Corp.,NASDAQ Global,10.00,"6,000,000",4/30/2025,"$60,000,000",Priced,LCCCU,Lakeshore Acquisition III Corp.,4/04/2025,"$60,000,000"
1331227-113552,,,,,,,,,TWLVU,Twelve Seas Investment Co III/Cayman,4/07/2025,"$172,500,000"
1331238-113554,NPACU,New Providence Acquisition Corp. III/Cayman,NASDAQ Global,10.00,"26,100,000",4/24/2025,"$261,000,000",Priced,NPACU,New Providence Acquisition Corp. III/Cayman,4/07/2025,"$261,000,000"
1331648-113579,PELIU,Pelican Acquisition Corp,NASDAQ Global,10.00,"7,500,000",5/23/2025,"$75,000,000",Priced,PELIU,Pelican Acquisition Corp,4/09/2025,"$75,000,000"
1331723-113584,,,,,,,,,JLCN,JiaLian Technologies Holdings Inc.,4/10/2025,"$1,800,000"
1331798-113588,TDIC,Dreamland Ltd,NASDAQ Capital,4.00,"2,000,000",7/23/2025,"$8,000,000",Priced,TDIC,Dreamland Ltd,4/11/2025,"$8,000,000"
1331961-113597,GTENU,"Gores Holdings X, Inc. / CI",NASDAQ Global,10.00,"31,200,000",5/02/2025,"$312,000,000",Priced,GTENU,"Gores Holdings X, Inc. / CI",4/11/2025,"$312,000,000"
1332096-113607,,,,,,,,,TMRDU,Timber Road Acquisition Corp,4/14/2025,"$230,000,000"
1332205-113613,AII,"American Integrity Insurance Group, Inc.",NYSE,16.00,"6,875,000",5/08/2025,"$110,000,000",Priced,AII,"American Integrity Insurance Group, Inc.",4/14/2025,"$110,000,000"
1332247-113620,VNMEU,Vendome Acquisition Corp I,NASDAQ Global,10.00,"20,000,000",7/02/2025,"$200,000,000",Priced,VNMEU,Vendome Acquisition Corp I,4/15/2025,"$200,000,000"
1332340-113627,,,,,,,,,GLSA,Green Solar Energy Ltd,4/15/2025,"$25,875,000"
1332401-113641,YORKU,Yorkville Acquisition Corp.,NASDAQ Global,10.00,"15,000,000",6/27/2025,"$150,000,000",Priced,YORKU,Yorkville Acquisition Corp.,4/16/2025,"$150,000,000"
1332427-113648,EGHAU,EGH Acquisition Corp.,NASDAQ Global,10.00,"15,000,000",5/09/2025,"$150,000,000",Priced,EGHAU,EGH Acquisition Corp.,4/16/2025,"$150,000,000"
1332434-113650,GTERU,Globa Terra Acquisition Corp,NASDAQ Global,10.00,"15,217,000",7/09/2025,"$152,170,000",Priced,GTERU,Globa Terra Acquisition Corp,4/16/2025,"$152,170,000"
1332647-113666,ANTA,Antalpha Platform Holding Co,NASDAQ Global,12.80,"3,850,000",5/14/2025,"$49,280,000",Priced,ANTA,Antalpha Platform Holding Co,4/18/2025,"$49,280,000"
1332776-113693,,,,,,,,,AXY,Wise Ocean Group Inc,4/22/2025,"$20,000,000"
1333168-113728,KCHVU,Kochav Defense Acquisition Corp.,NASDAQ Global,10.00,"22,000,000",5/28/2025,"$220,000,000",Priced,KCHVU,Kochav Defense Acquisition Corp.,4/25/2025,"$220,000,000"
1333190-113736,CCCMU,Columbus Circle Capital Corp. I,NASDAQ Global,10.00,"22,000,000",5/16/2025,"$220,000,000",Priced,CCCMU,Columbus Circle Capital Corp. I,4/25/2025,"$220,000,000"
1333239-113751,WTGUU,Wintergreen Acquisition Corp.,NASDAQ Capital,10.00,"5,000,000",5/29/2025,"$50,000,000",Priced,WTGUU,Wintergreen Acquisition Corp.,4/28/2025,"$50,000,000"
1333287-113754,CCCXU,Churchill Capital Corp X/Cayman,NASDAQ Global,10.00,"36,000,000",5/14/2025,"$360,000,000",Priced,CCCXU,Churchill Capital Corp X/Cayman,4/28/2025,"$360,000,000"
1333324-113764,BCARU,D. Boral ARC Acquisition I Corp.,NASDAQ Global,10.00,"25,000,000",7/31/2025,"$250,000,000",Priced,BCARU,D. Boral ARC Acquisition I Corp.,4/29/2025,"$250,000,000"
1333570-113783,,,,,,,,,,Dankon Corp,4/30/2025,"$100,000"
1333596-113791,WENNU,WEN Acquisition Corp,NASDAQ Global,10.00,"26,100,000",5/16/2025,"$261,000,000",Priced,WENNU,WEN Acquisition Corp,4/30/2025,"$261,000,000"
1333597-113792,,,,,,,,,MSMUU,MSM FRONTIER CAPITAL ACQUISITION CORP.,4/30/2025,"$258,750,000"
1333598-113793,,,,,,,,,MPJS,MPJS Group Ltd,4/30/2025,"$8,625,000"
1333600-113794,PCAPU,ProCap Acquisition Corp,NASDAQ Global,10.00,"22,000,000",5/21/2025,"$220,000,000",Priced,PCAPU,ProCap Acquisition Corp,4/30/2025,"$220,000,000"
1333961-113840,ETS,Elite Express Holding Inc.,NASDAQ Capital,4.00,"3,800,000",8/21/2025,"$15,200,000",Priced,ETS,Elite Express Holding Inc.,5/05/2025,"$15,200,000"
1334074-113847,,,,,,,,,APACU,StoneBridge Acquisition II Corp,5/05/2025,"$57,500,000"
1334078-113848,OYSEU,Oyster Enterprises II Acquisition Corp,NASDAQ Global,10.00,"22,000,000",5/22/2025,"$220,000,000",Priced,OYSEU,Oyster Enterprises II Acquisition Corp,5/06/2025,"$220,000,000"
1334086-113849,NMPAU,NMP Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",7/01/2025,"$100,000,000",Priced,NMPAU,NMP Acquisition Corp.,5/06/2025,"$100,000,000"
1334646-113899,,,,,,,,,LKSPU,Lake Superior Acquisition Corp,5/09/2025,"$115,000,000"
1334684-113901,,,,,,,,,BONS,Bonus Biogroup Ltd.,5/09/2025,"$20,000,000"
1334698-113902,,,,,,,,,PLTS,Platinum Analytics Cayman Ltd,5/09/2025,"$11,500,000"
1334803-115190,,,,,,,,,NP,"Neptune Insurance Holdings, Inc.",9/03/2025,"$100,000,000"
1334916-113941,JENAU,JENA ACQUISITION Corp II,NYSE,10.00,"20,000,000",5/29/2025,"$200,000,000",Priced,JENAU,JENA ACQUISITION Corp II,5/12/2025,"$200,000,000"
1335244-113974,,,,,,,,,MCTA,Charming Medical Ltd,5/14/2025,"$11,040,000"
1335357-113980,AXINU,Axiom Intelligence Acquisition Corp 1,NASDAQ Global,10.00,"17,500,000",6/18/2025,"$175,000,000",Priced,AXINU,Axiom Intelligence Acquisition Corp 1,5/14/2025,"$175,000,000"
1335366-113982,BACCU,Blue Acquisition Corp/Cayman,NASDAQ Global,10.00,"17,500,000",6/13/2025,"$175,000,000",Priced,BACCU,Blue Acquisition Corp/Cayman,5/14/2025,"$175,000,000"
1335376-113984,FOFO,"Hang Feng Technology Innovation Co., Ltd.",NASDAQ Capital,4.00,"1,375,000",9/12/2025,"$5,500,000",Priced,FOFO,"Hang Feng Technology Innovation Co., Ltd.",5/15/2025,"$5,500,000"
1335484-113986,EFTY,"ETOILES CAPITAL GROUP CO., LTD",NASDAQ Capital,4.00,"1,400,000",8/08/2025,"$5,600,000",Priced,EFTY,"ETOILES CAPITAL GROUP CO., LTD",5/15/2025,"$5,600,000"
1335513-113988,CTW,CTW Cayman,NASDAQ Capital,5.00,"2,400,000",8/06/2025,"$12,000,000",Priced,CTW,CTW Cayman,5/15/2025,"$12,000,000"
1335833-114012,,,,,,,,,WODO,World Road Inc.,5/16/2025,"$10,350,000"
1335849-114018,,,,,,,,,YLY,Zi Yun Dong Fang Ltd,5/16/2025,"$10,350,000"
1335930-114022,KMRK,K-TECH SOLUTIONS CO LTD,NASDAQ Capital,4.00,"1,600,000",7/16/2025,"$6,400,000",Priced,KMRK,K-TECH SOLUTIONS CO LTD,5/19/2025,"$6,400,000"
